road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Rural,463.50624395555974,118.2189903415557,Rainy,1,Fair,Daylight,0.5727771313228259
Urban,358.5663731250217,106.20141069116401,Foggy,5,poor,Daylight,
Highway,384.9866213160053,97.20210128316995,Clear,1,Good,Daylight,0.3322077913659087
Highway,425.4700386453835,47.39024710689438,Rainy,4,Fair,Night,0.902056487331922
Urban,208.23573800203195,117.37407004323977,Clear,3,poor,Daylight,
Rural,78.29410195151944,94.29875028259558,Clear,4,poor,Daylight,
Urban,330.1514614947399,80.52172840290416,Foggy,3,poor,Night,
Highway,134.90253105261468,112.17992290133328,Rainy,5,Fair,Daylight,0.32769224837900085
Highway,306.0696424980498,36.21816819291292,Foggy,4,poor,Night,
Urban,382.77960492067916,33.901605276427674,Foggy,1,poor,Night,
Urban,402.6372359665265,76.37134143907602,Rainy,5,Fair,Night,0.8108990540936688
Highway,185.82760411138196,25.671359663311073,Rainy,4,Good,Daylight,0.5487853284920787
Urban,280.5949546561918,86.39868618670157,Rainy,5,poor,Daylight,
Highway,329.43429332473653,44.074113811561986,Foggy,3,Fair,Night,0.9047594540555693
Urban,418.7663247652799,31.90265779430714,Rainy,5,Good,Night,0.7937095699636826
Urban,392.6248992972263,60.9495849791478,Rainy,1,poor,Daylight,
Urban,494.5888944398166,66.59496263655637,Rainy,4,Fair,Daylight,0.7862202921939714
Highway,53.6381044385049,37.048486389607106,Clear,3,Fair,Night,0.5218083533767947
Urban,246.87024838840986,24.15352709561322,Rainy,5,poor,Night,
Highway,165.22001886925756,61.40555912388136,Foggy,2,Good,Daylight,0.5092130583336668
Highway,103.95202421519303,95.952633598843,Clear,3,Good,Night,0.302073151281924
Urban,460.1818976752331,107.41997706010216,Foggy,3,Good,Night,0.7827034928398835
Urban,499.0829297430588,29.75482941290997,Clear,1,poor,Night,
Highway,131.26829355712562,72.46754630112551,Rainy,1,poor,Night,
Highway,67.29502676061362,46.34029888063848,Clear,5,Good,Night,0.4308291270438478
Rural,173.77450145622515,57.46338696028665,Foggy,2,Good,Daylight,0.4441074052730087
Highway,425.68786312987805,113.34418297599065,Clear,3,Good,Daylight,0.3394541556130666
Rural,182.25053743969255,55.20747729456469,Rainy,5,Good,Daylight,0.4505938227032274
Rural,75.6056662239297,56.534593017832684,Rainy,2,Fair,Daylight,0.44333465037849684
Rural,73.62148277886345,40.93958257449913,Foggy,5,poor,Night,
Urban,242.3402610662464,116.00184180258555,Clear,3,Good,Daylight,0.3473927895085931
Urban,469.3215753777289,65.64873566602833,Foggy,5,Fair,Night,0.9760770244675304
Highway,178.66419873783437,77.03921340567629,Foggy,1,Good,Daylight,0.43939058115481483
Rural,242.2209563154697,65.31680923013997,Foggy,1,Good,Night,0.7530307174572811
Urban,95.87021242217384,45.291907676386415,Rainy,4,Fair,Night,0.718713251179393
Urban,272.10775697104145,101.04126131409869,Clear,2,Good,Daylight,0.3236800606154248
Urban,363.4461789285668,22.847122587682115,Rainy,3,Good,Night,0.7519014387478946
Urban,172.0176625297488,89.02434300916937,Rainy,2,Fair,Night,0.6356569654806439
Urban,183.52008883790813,79.42728105993524,Rainy,1,Fair,Daylight,0.4501503427937455
Rural,428.88876143282204,34.428065068874915,Clear,3,Fair,Daylight,0.5627770316560379
Rural,54.663675056229685,36.59050443006895,Rainy,4,Fair,Night,0.6573391919318217
Rural,336.41181884754366,85.92255879008694,Rainy,1,Fair,Daylight,0.5494630878844843
Rural,227.24808572372763,51.21387916632715,Rainy,1,Good,Night,0.574713518168771
Highway,184.27123110266106,46.57380781656792,Clear,2,poor,Daylight,
Rural,345.9172245097447,25.91560955372793,Clear,5,Fair,Night,0.743134840832995
Urban,425.60083480536736,96.64830893227843,Foggy,2,poor,Daylight,
Rural,301.27645234790316,108.26719353006453,Rainy,1,Good,Daylight,0.3783862754680177
Highway,63.9925798743752,101.98443517257338,Rainy,2,Fair,Daylight,0.33716335528877683
Urban,257.6305358715092,66.60341195000369,Clear,5,poor,Night,
Rural,258.2419734022879,73.39564085805625,Clear,4,poor,Daylight,
Rural,294.70932266207353,44.22761939846883,Rainy,3,poor,Daylight,
Rural,351.9315054695985,37.285473941878614,Foggy,1,poor,Night,
Urban,58.693281590453196,102.30011748913448,Foggy,2,poor,Daylight,
Urban,275.90568097988773,99.83441605448303,Rainy,1,Fair,Night,0.654152911682959
Highway,314.7384962212658,97.7359828436892,Foggy,3,Fair,Daylight,0.6199388724228516
Urban,204.50902388722338,66.33593063976348,Foggy,2,Fair,Daylight,0.5526466446240181
Urban,350.76435196569486,106.45077608445591,Rainy,4,poor,Daylight,
Rural,152.67997270812702,112.62320693508147,Foggy,3,poor,Night,
Urban,192.81754988035323,52.83443446534447,Clear,5,Good,Daylight,0.33416317247006716
Rural,483.2399063409467,42.46944917803558,Rainy,5,poor,Night,
Rural,206.63166688751306,66.42630307759832,Clear,1,Good,Daylight,0.1669509210124628
Urban,205.92539931458526,37.93263566745925,Rainy,5,Good,Daylight,0.4809175063916783
Highway,318.05628612040186,108.4002885139897,Clear,2,Fair,Night,0.5279204773482574
Highway,486.9388984370271,53.79905000777694,Foggy,5,poor,Night,
Urban,492.3862006788502,77.61717865405768,Clear,4,poor,Daylight,
Highway,310.84608365434224,79.47194959071251,Clear,2,Good,Night,0.49569504863747926
Rural,50.48915891221964,71.49878803458964,Clear,1,Good,Night,0.31717839739821885
Rural,455.29544784577985,35.65257094230983,Clear,1,poor,Daylight,
Urban,306.60708405967165,119.10006400933713,Clear,5,Good,Night,0.4823453390410501
Highway,214.69838373047114,37.26032292411297,Rainy,5,poor,Night,
Highway,423.13781345717223,95.15073605709098,Clear,1,poor,Daylight,
Rural,229.9246067075923,99.1362874055159,Clear,2,Good,Daylight,0.2136130525571907
Urban,65.3200277901191,34.516370836127265,Rainy,3,Fair,Night,0.6134039420245746
Highway,419.48250037565845,113.31635115498803,Rainy,1,poor,Night,
Urban,295.636730458893,68.77587626277284,Foggy,4,Good,Night,0.7939117955502748
Highway,202.16459220088828,82.88829585676866,Clear,2,Good,Daylight,0.30329037769374095
Rural,162.90156935923304,84.21860560347962,Clear,3,Good,Night,0.364302918439732
Rural,317.2088567369415,70.49551255923006,Foggy,3,poor,Daylight,
Urban,143.62229670129506,34.20220441211537,Clear,2,poor,Daylight,
Rural,195.73289895065145,95.17533578912992,Foggy,1,poor,Night,
Highway,336.4386392362926,78.17858351234923,Rainy,3,Good,Night,0.5882588069686369
Rural,446.6950026826694,31.868061525738348,Clear,4,Fair,Night,0.7519124553746377
Urban,289.8006477762194,90.03219686336087,Clear,2,Fair,Night,0.6127982474583957
Urban,391.59787923459163,90.27632608064906,Rainy,5,poor,Night,
Urban,393.3772716933688,74.8486446095915,Clear,1,poor,Daylight,
Highway,348.9592786967241,29.054881029156803,Rainy,2,poor,Night,
Highway,160.62725195623295,55.26440311367293,Rainy,4,Fair,Night,0.7018198587038084
Highway,440.05486916760884,25.0924107626701,Foggy,3,Fair,Daylight,0.8678622094352616
Highway,246.32404503780492,67.75960188263915,Rainy,1,poor,Daylight,
Highway,69.89483477106526,110.64471318940434,Foggy,1,Good,Daylight,0.35478903459463146
Rural,160.0757015312863,20.225298261292373,Rainy,2,Fair,Daylight,0.566517774656862
Highway,394.49675934469207,46.66386530424122,Foggy,2,poor,Daylight,
Highway,81.11000111787021,99.9859101148085,Foggy,4,Fair,Night,0.6303634109975301
Rural,116.31398096971004,20.98608338216065,Foggy,5,Good,Daylight,0.6250154603055325
Highway,362.402067218767,21.01734370460067,Foggy,2,Good,Daylight,0.6371470048091046
Urban,451.67035537739326,81.0818586094399,Clear,2,Fair,Daylight,0.3924978506312234
Highway,335.1794022759366,98.91997567985844,Rainy,2,poor,Night,
Highway,150.03097422329958,97.65054174666707,Rainy,4,Fair,Daylight,0.4715479951522559
Urban,74.03619346229686,97.9578020749287,Rainy,3,poor,Night,
Urban,326.80696214764026,56.10063448176657,Rainy,5,Fair,Night,0.8042583501389127
Urban,71.32936006902379,108.27241442744588,Foggy,4,Good,Night,0.4760236100733588
Urban,325.72492337379066,21.28356013967369,Clear,2,Fair,Night,0.710930343304622
Highway,151.5109748724928,51.21887367723004,Rainy,3,poor,Night,
Urban,457.0952280839734,53.71876948353899,Rainy,2,poor,Daylight,
Urban,263.79170081931284,36.557112581954115,Rainy,4,Good,Night,0.6191799207224191
Rural,150.77229498936305,53.62259729920992,Foggy,1,poor,Night,
Urban,433.91539245136624,78.5884130052109,Rainy,2,poor,Daylight,
Urban,164.31592930137873,72.02793126973825,Rainy,3,Good,Daylight,0.39251772255555556
Rural,187.96958443619397,51.942735858453986,Clear,5,poor,Night,
Rural,425.4250545749551,94.93275136824555,Foggy,1,poor,Daylight,
Highway,188.95641341026817,91.47905784378072,Clear,2,Fair,Night,0.4669409413443852
Rural,234.5736961537868,48.069647708044045,Rainy,2,Fair,Daylight,0.5775549992228002
Highway,206.44955184148995,52.32283927779175,Foggy,3,Fair,Night,0.8140127214138311
Rural,102.38014302366913,48.752019863212766,Rainy,1,Fair,Night,0.6837731519197248
Rural,67.50311551107177,32.88511665112155,Rainy,1,Fair,Night,0.560358125328337
Highway,376.0433033274416,95.27816429608548,Foggy,1,Fair,Daylight,0.5825437282321426
Rural,340.3117057710743,24.627651051524907,Clear,2,Fair,Daylight,0.44371846577598895
Highway,177.06473039842572,35.05804941034228,Foggy,1,Good,Daylight,0.5436746531818201
Rural,183.0196062431953,30.530451774784744,Foggy,2,Fair,Daylight,0.6432585638065381
Urban,475.2526023539066,102.53389755243343,Clear,2,poor,Night,
Rural,494.45200725507146,24.4008515386751,Foggy,1,Good,Daylight,0.7163295517590594
Highway,263.0457064551621,86.46272899165588,Clear,4,Fair,Daylight,0.5015920658559212
Rural,411.10328546667216,24.44745984108035,Clear,5,Fair,Night,0.7772900863535915
Highway,381.5086441412144,98.64434039217994,Foggy,5,poor,Night,
Highway,183.79296928042112,111.27140863937485,Foggy,4,Good,Daylight,0.38965864374568066
Urban,76.35321973421526,68.68431658345614,Clear,1,poor,Night,
Urban,114.150315710723,100.45418010122957,Clear,2,poor,Daylight,
Highway,427.2323526503435,90.64105328502283,Clear,3,Good,Daylight,0.3998710227874194
Rural,379.0462189983265,99.56352921734671,Clear,4,poor,Daylight,
Highway,348.950680008025,96.67751995259884,Clear,5,Good,Night,0.5475727728495876
Highway,108.79197426349174,40.53678837387319,Foggy,5,poor,Night,
Rural,337.9688093527361,69.95590101547896,Rainy,2,Good,Night,0.6305943080453597
Rural,397.46854917190194,116.04141871263859,Foggy,5,Fair,Night,0.8236589353698003
Rural,437.27078743713076,54.353294458149165,Rainy,5,Good,Night,0.6975070021700316
Rural,55.9540756371282,117.04870906370644,Clear,2,poor,Daylight,
Highway,358.013795845315,78.3161711433736,Foggy,1,poor,Daylight,
Highway,58.59394502144199,66.16114176657774,Rainy,5,Fair,Night,0.6171707684826575
Urban,368.09278049454736,85.77574650262021,Clear,1,Fair,Daylight,0.3641037605209413
Highway,336.02961412940215,101.58391711776936,Foggy,3,Fair,Daylight,0.6595332270916897
Rural,116.75653831353763,59.420815485074925,Rainy,1,Good,Night,0.5321670430010532
Urban,394.75478810530865,23.295417511463793,Foggy,2,Good,Night,0.7754971378708387
Rural,80.75642818536102,90.88062979704114,Rainy,2,Good,Night,0.4644448104272016
Highway,421.87944818508504,115.61667844973852,Foggy,2,Good,Daylight,0.5490980476707111
Urban,167.86816018170305,82.4986650276338,Foggy,5,Good,Night,0.5770558308976861
Rural,359.98333803529925,38.84144785454733,Rainy,4,poor,Daylight,
Urban,465.6602034598416,44.82425321811104,Foggy,5,poor,Night,
Urban,202.92216110305202,110.97507186313743,Foggy,1,poor,Night,
Highway,276.3023350731886,21.356209560447063,Clear,3,Good,Night,0.5985705393077735
Rural,258.4031152777027,74.87466654634174,Rainy,3,Fair,Night,0.6831280272518626
Urban,120.92510707829065,35.86776451939558,Foggy,3,poor,Night,
Urban,315.64040472084275,48.27644352170794,Rainy,3,poor,Daylight,
Rural,384.3508633344266,50.698164949326014,Foggy,4,Good,Daylight,0.7639545538452108
Urban,462.59367301571865,41.928274773832754,Rainy,3,Good,Night,0.7252156414733539
Urban,432.86117074228076,99.23520627061558,Rainy,5,Good,Night,0.6964243726036923
Urban,279.5087208776142,53.22091739787588,Clear,3,poor,Daylight,
Rural,373.55771953037066,54.5484991265538,Clear,2,Fair,Night,0.6462750193897365
Rural,410.3525360182518,65.30068136934591,Rainy,1,Good,Night,0.6563323824264758
Rural,272.06992118225696,110.22952887404226,Foggy,5,Good,Daylight,0.4982139201183091
Rural,101.9424023169205,88.8173032026683,Rainy,4,Fair,Daylight,0.466353515624088
Highway,247.0688437313169,26.174970416777768,Foggy,5,Fair,Daylight,0.8298119165874499
Urban,429.1151171907042,23.92619210365741,Rainy,2,Fair,Daylight,0.7100340811457083
Rural,318.48863242718073,76.63892295770253,Clear,3,Good,Daylight,0.2138210997359141
Urban,376.0062696542026,108.70605617272078,Clear,3,Good,Night,0.4732082720307104
Urban,133.37060996866438,52.32514760005911,Foggy,4,poor,Daylight,
Highway,483.9519956949526,44.77718289021684,Rainy,1,poor,Daylight,
Rural,231.83623827198923,94.81910453130791,Foggy,3,poor,Daylight,
Rural,344.13598522297804,80.20913664698274,Clear,4,poor,Daylight,
Urban,58.49251456577237,76.5027342356805,Rainy,3,poor,Daylight,
Rural,107.29366801488109,34.93011991435411,Clear,5,poor,Night,
Urban,401.9154214482135,37.59613186609856,Clear,4,Good,Night,0.6490350174164226
Urban,485.5862504841146,48.178777592402426,Rainy,4,poor,Daylight,
Highway,194.0249097749652,40.68389346819369,Foggy,4,Good,Night,0.7525644786276738
Highway,66.73133072356917,117.14447450464361,Rainy,3,Good,Night,0.46370435999455706
Highway,212.3899708910619,21.861101635615736,Clear,4,Fair,Night,0.5918814660000495
Urban,57.86065862555118,82.6056338429324,Clear,5,Good,Night,0.40864572230159885
Rural,136.5678915181111,71.75988248754382,Clear,1,Good,Night,0.3407824408509469
Highway,388.61240677418226,52.32512358984363,Clear,1,Good,Daylight,0.3314963824331149
Rural,471.6897791479233,108.75887121039754,Foggy,2,Fair,Night,0.8830440485813977
Highway,89.352087965999,87.01625775392822,Rainy,5,Good,Daylight,0.32226811089928264
Highway,301.05535046472914,119.83543513232264,Rainy,5,Fair,Daylight,0.6002058086776073
Urban,164.24638075581436,36.86559593264853,Foggy,4,poor,Night,
Highway,112.57660660726829,28.786783586782875,Foggy,2,Good,Daylight,0.5750369718057285
Highway,148.54110345120088,33.93972674663439,Clear,5,poor,Daylight,
Urban,309.99338037396836,46.92909675845962,Rainy,5,Good,Night,0.7433969278900178
Rural,79.31052564978248,61.67869915679561,Rainy,5,Fair,Daylight,0.47511314322922643
Highway,245.39836827578787,106.26032850019429,Rainy,3,poor,Night,
Urban,110.85253292982375,48.35917663288866,Foggy,5,Good,Night,0.5594247164917999
Highway,172.70467357751667,111.52433100276822,Clear,3,Good,Daylight,0.1886746170039426
Urban,135.83944838446877,66.29076884047166,Clear,5,Fair,Night,0.45535317472226544
Rural,447.3389749239037,84.70700185389826,Rainy,1,Good,Night,0.6846277797459114
Rural,368.60509889208026,46.44077140559507,Clear,3,poor,Night,
Urban,440.8081605263617,35.60138160235379,Foggy,3,Fair,Night,0.9379379015000259
Urban,222.5582755464616,106.94569406580493,Foggy,4,poor,Night,
Urban,191.03601418415155,30.95061805201639,Rainy,5,poor,Night,
Rural,221.26423770399518,97.40213057670226,Clear,2,Good,Night,0.31806948406559354
Highway,58.34668807598336,78.09843060768574,Foggy,2,Good,Daylight,0.3922052711610237
Rural,376.11692381685117,106.11377816788489,Foggy,2,Fair,Night,0.7724698248516708
Urban,207.39760560278523,91.78184120981771,Foggy,2,Fair,Night,0.6602390925886082
Urban,190.99571160955625,48.16641021115418,Foggy,1,Fair,Night,0.7348906671739974
Rural,319.1634794167398,77.44275972572763,Clear,2,poor,Daylight,
Urban,246.3124602694174,21.30736196054473,Foggy,4,poor,Daylight,
Rural,491.3795157007543,67.5218342372429,Foggy,2,poor,Night,
Urban,210.3138693044606,28.60136355720357,Clear,4,poor,Night,
Highway,326.253128993561,62.89449978103297,Rainy,3,Good,Night,0.6606032363617895
Highway,190.2429952743433,30.96118079986772,Rainy,5,Fair,Daylight,0.5985369979718682
Urban,495.76774109479555,115.54798069454151,Foggy,2,Good,Daylight,0.550922006675274
Rural,250.29996562405768,72.30679574077278,Rainy,4,Good,Night,0.6169563773753166
Highway,335.35796489006134,111.32179852766433,Clear,4,poor,Daylight,
Rural,107.02475192870467,22.236622296576584,Foggy,5,Fair,Night,0.6940604267456055
Urban,379.86089668864616,83.7653283881898,Clear,3,poor,Night,
Rural,171.14452604402993,50.69545019266202,Rainy,2,poor,Night,
Highway,251.87596377335237,63.182899596523626,Rainy,4,Fair,Daylight,0.5745049843866153
Rural,447.4098780473561,107.30873952146896,Foggy,2,Fair,Daylight,0.6357058446223984
Rural,486.74863169829564,118.00210947587448,Rainy,1,Good,Daylight,0.48985030705212557
Urban,241.05744582816064,44.64919544333524,Foggy,4,poor,Night,
Urban,425.6612005795249,114.82532853533017,Foggy,3,poor,Night,
Urban,74.00704754743734,88.87269488817192,Clear,5,poor,Daylight,
Highway,431.4083134056181,115.14139143572707,Rainy,4,Fair,Night,0.747920784756438
Highway,333.27964496869237,76.236699862121,Rainy,1,poor,Daylight,
Urban,269.9177757762209,116.07562849914706,Foggy,5,poor,Daylight,
Urban,450.4836673117615,109.24554581474337,Foggy,3,poor,Night,
Highway,430.40175012788626,32.8591741225446,Foggy,2,poor,Daylight,
Highway,183.6252931791074,51.07899271017305,Foggy,2,Good,Night,0.6856131301878442
Highway,406.16977205514087,44.30631915125119,Clear,4,Fair,Night,0.6758568686390058
Highway,94.77092014806767,77.2099326050257,Rainy,5,Good,Night,0.4410787615565292
Urban,420.24377096031657,100.27994315059253,Clear,1,Fair,Daylight,0.32186470044639437
Highway,353.9550281104627,95.94114468868813,Rainy,1,poor,Daylight,
Urban,89.53984891937424,92.67491322834768,Clear,3,Fair,Daylight,0.3354269271046
Rural,357.3860780633609,57.52648757355858,Foggy,5,Good,Daylight,0.6201956582346976
Rural,311.23367450436655,33.963688162782795,Clear,5,poor,Night,
Highway,317.54754551527014,41.05835536285993,Clear,2,Good,Daylight,0.37711602788415266
Rural,180.88877080836434,94.16774596483326,Foggy,3,Good,Daylight,0.46343194690230005
Rural,169.92374000578036,34.75343390595633,Foggy,3,Good,Night,0.7183132007350798
Rural,393.140800424309,42.29467049335211,Rainy,3,Fair,Night,0.8512870452643511
Highway,165.5660664577576,62.45526528734912,Rainy,5,Good,Night,0.5943365991818692
Highway,250.8180133144544,27.2112430687463,Clear,2,Fair,Night,0.6019798934426943
Rural,362.65504936945314,41.26920607701298,Clear,3,Good,Daylight,0.3524708789124803
Urban,85.827313097347,34.976812734123655,Clear,2,Good,Night,0.3622901985676296
Rural,317.54677217524574,115.13217829118405,Foggy,3,Fair,Daylight,0.6717455808262536
Highway,315.2193676916528,39.152588554488915,Rainy,5,Fair,Daylight,0.6974456789174704
Highway,357.9029198996115,106.17697101703938,Clear,2,Good,Daylight,0.2917326237214284
Highway,216.4676428875464,31.47981912666084,Rainy,4,Good,Night,0.6137933237940557
Rural,252.04089832872788,106.96731323025074,Rainy,3,poor,Night,
Urban,198.48619127511213,79.94337862734696,Foggy,5,Good,Daylight,0.4821348219576073
Highway,413.6757112349491,104.9705923224618,Foggy,2,Good,Daylight,0.47149594147779683
Highway,108.77484201625961,106.73486885373575,Clear,1,poor,Night,
Rural,483.32927910889845,79.6373530667409,Clear,5,Good,Night,0.5877913954484102
Urban,335.6762701906478,111.7694153395024,Clear,5,Good,Daylight,0.32436359010702365
Rural,449.10802597647915,78.5448291484623,Clear,1,Fair,Daylight,0.5103459355994275
Highway,241.80415621914392,91.25650778783753,Clear,1,Fair,Night,0.4316665014508277
Urban,199.5255816763985,61.60804771688327,Rainy,4,Fair,Night,0.7594903307055618
Urban,455.32661455579256,111.40676944709874,Rainy,4,Good,Daylight,0.5432453521443925
Highway,94.49286299433625,102.41625389120266,Foggy,4,Fair,Night,0.7371000771470468
Urban,102.698254177375,36.67131116169275,Foggy,5,Good,Night,0.6435359099024826
Urban,184.7060494181048,77.63878502046987,Rainy,5,poor,Night,
Rural,481.8987417948433,109.68273290869465,Foggy,5,Fair,Daylight,0.7226001156318733
Highway,334.88087443929817,99.30644936589509,Foggy,4,poor,Night,
Highway,299.3871634769292,116.2552780661325,Clear,2,Good,Night,0.3729216222623984
Highway,367.4103513599393,43.130168694759476,Foggy,5,Good,Night,0.8061363372127045
Highway,237.86355023517478,56.7459633130478,Foggy,5,poor,Night,
Highway,391.1330756393596,70.71918880181313,Foggy,5,poor,Night,
Urban,226.9538140877949,43.266917002726494,Rainy,4,poor,Night,
Rural,421.86343318540906,59.404525518881904,Rainy,3,poor,Night,
Highway,170.28278693442704,73.75392044243324,Clear,4,Fair,Night,0.5682215321324918
Rural,174.8959966841109,39.133920300134065,Foggy,3,poor,Daylight,
Rural,285.0724874420308,45.66878187025806,Rainy,4,Fair,Daylight,0.6176698416414252
Urban,243.8425212627808,32.48424998087945,Clear,2,poor,Night,
Highway,341.6521299281129,91.33814098857485,Foggy,2,poor,Daylight,
Urban,213.93083960311054,56.1551926536133,Clear,5,Fair,Night,0.5365629529479141
Highway,153.74779208166507,42.02661531837884,Clear,4,Good,Night,0.429457774871065
Urban,261.4138532973055,70.73241491809524,Foggy,3,Good,Daylight,0.49632252953067063
Rural,302.4304247737158,26.824930568524767,Rainy,3,Good,Daylight,0.48924441277138037
Highway,114.1700242233607,112.34066063183948,Foggy,2,Good,Night,0.4754182902676372
Rural,300.5233815799244,49.446752115726426,Foggy,5,Fair,Night,0.9516406718455229
Rural,193.66551736155358,108.64643481838621,Foggy,3,Good,Night,0.5546935979144776
Urban,226.60334819082857,69.7620065324647,Rainy,4,Fair,Daylight,0.5909347122589002
Highway,175.69315807847656,105.01504977106406,Foggy,5,Fair,Daylight,0.5483749173973195
Rural,469.13464750687695,44.70644407896445,Rainy,4,Fair,Night,0.8964395111653859
Urban,357.50132657609623,37.5270602242753,Clear,4,Fair,Night,0.641261642401016
Highway,168.10714013030753,104.94118032348284,Rainy,2,Fair,Night,0.5757697971550713
Highway,340.2641005483776,41.29238823717109,Clear,4,poor,Daylight,
Rural,431.8575843119208,94.61953492995801,Clear,1,Fair,Night,0.5365249104130824
Highway,230.7335937497459,54.45837946596324,Foggy,5,Good,Night,0.7329923193957195
Rural,423.480879120282,94.81937264351613,Rainy,1,Fair,Night,0.6566785714195889
Highway,119.48672495299657,110.76462659883302,Clear,4,Good,Daylight,0.22205847922815825
Urban,420.25161418977564,118.16384312872931,Clear,4,Fair,Night,0.6481641750253184
Rural,293.1324092025649,55.98094772686334,Rainy,2,Good,Night,0.575974650605735
Rural,150.33851960449195,56.752583464054624,Rainy,2,Fair,Daylight,0.4777573850532431
Highway,233.21362305016015,118.13877367848546,Clear,2,poor,Daylight,
Highway,494.5968466009775,106.15281302980384,Clear,2,Good,Daylight,0.36319547148714454
Rural,402.60020748909176,24.509197191137805,Rainy,3,Good,Daylight,0.5644547526645688
Highway,308.7888626233019,77.34499862265204,Rainy,2,Fair,Night,0.6480350679071534
Urban,101.8237603570365,38.12447715484383,Clear,4,Good,Daylight,0.2159652249668762
Highway,238.0152123056751,119.40125360932186,Foggy,4,Fair,Daylight,0.6250293971999956
Urban,168.37318130537176,33.89230123709737,Rainy,5,poor,Night,
Urban,81.95048577742561,75.93476125428666,Clear,1,poor,Daylight,
Urban,293.9919749236917,86.51983700291831,Clear,3,Fair,Daylight,0.3417926618739973
Urban,450.13356492839426,113.70646546540563,Foggy,3,Fair,Night,0.8555488097882841
Urban,354.0199406783563,104.7258311644187,Rainy,5,poor,Night,
Highway,162.35617459123003,44.5754771327783,Clear,5,Good,Night,0.49168900447620423
Urban,308.1130731292051,77.26239512925045,Foggy,2,Good,Night,0.7265777596139321
Highway,474.455427506136,115.35739579058833,Rainy,5,Good,Daylight,0.7022704744516743
Urban,375.3117738153209,93.57168471049377,Foggy,3,poor,Night,
Rural,360.26325473304377,88.83363483798938,Clear,1,Fair,Night,0.556061822241778
Urban,485.6711748023823,95.49010792811566,Foggy,1,poor,Night,
Rural,409.4929900328112,52.25061889878198,Clear,3,Good,Daylight,0.37553128569720395
Urban,111.48059439443847,92.92522694032361,Clear,2,Fair,Night,0.39704404556134903
Urban,206.43578913929062,43.28547514469159,Foggy,1,Fair,Daylight,0.5818512143180575
Urban,484.31331533195873,62.81027709077534,Foggy,1,Good,Daylight,0.6685099218496112
Rural,270.367427389099,108.99288171885064,Clear,2,Fair,Night,0.4968553755570271
Rural,100.2368503945334,21.89711464907517,Foggy,1,Good,Daylight,0.6086128464365764
Urban,256.37219585255383,61.43186502523467,Rainy,4,poor,Night,
Highway,363.64695533186034,46.68217667390596,Rainy,3,Fair,Daylight,0.7166922025562444
Urban,498.8966997565585,39.858961649360936,Foggy,1,Good,Night,0.8322360918518299
Rural,195.75739245344084,103.85754214725122,Foggy,1,Good,Night,0.5364518400523116
Urban,281.33909369567317,89.64985728449781,Rainy,2,poor,Night,
Rural,445.85631709240727,31.263272041148177,Clear,1,Fair,Daylight,0.6344424946540824
Rural,209.8702481258001,69.44633265011893,Clear,2,Fair,Night,0.40212643485862515
Rural,99.16770046588576,66.69057718271111,Rainy,3,Fair,Daylight,0.4809609174292046
Urban,477.0211437506768,34.25277940294085,Clear,4,Fair,Daylight,0.6654284537897229
Rural,269.79836302107503,99.97627009912082,Foggy,5,poor,Night,
Rural,276.25266984738727,56.667397145419976,Foggy,3,poor,Daylight,
Urban,329.540065071882,96.19377751603945,Rainy,1,Fair,Daylight,0.47123276541352804
Rural,51.591480666451076,39.206261508221246,Rainy,4,Good,Night,0.6437528789593887
Urban,469.00902900598214,51.50734616138323,Rainy,5,Fair,Daylight,0.6811153825052239
Rural,212.65298814854376,29.51709477026659,Rainy,5,Fair,Daylight,0.6573574826957851
Highway,228.61933807295688,34.34792697456082,Clear,1,Good,Night,0.42831174624235013
Highway,128.34916138995573,108.31834903527329,Clear,5,Fair,Night,0.43949815983826035
Rural,220.16822598160746,30.911264418557753,Clear,5,Good,Night,0.5161361651770348
Highway,411.77458884922345,29.57312072859432,Foggy,3,poor,Night,
Urban,409.99625264999065,114.03773108366599,Foggy,3,Good,Daylight,0.5756813492631894
Highway,471.10857840295375,84.59034596607675,Rainy,5,poor,Daylight,
Rural,231.45326270635812,30.091598355441946,Rainy,2,Fair,Night,0.7477919861093119
Rural,368.92467668686294,117.17167390660514,Clear,1,Good,Daylight,0.2601575533813513
Urban,278.2568998434007,34.71000105032971,Clear,2,Good,Night,0.5517067158603051
Rural,411.81025528360897,96.6345725285428,Clear,2,Fair,Night,0.5934509801510516
Urban,370.6439041098486,23.485136163958646,Rainy,5,poor,Daylight,
Highway,215.55631637882405,82.45417973398115,Clear,1,Good,Night,0.42135773753158584
Highway,201.50322541416162,74.67038721028959,Rainy,2,Good,Daylight,0.4441772295902586
Urban,163.5991083625854,40.80038104253011,Rainy,3,Fair,Daylight,0.5669658832834855
Urban,309.432105719887,84.31461427204162,Foggy,3,poor,Daylight,
Rural,483.7292832172368,81.70529931773886,Foggy,1,Fair,Night,0.8934411998423891
Highway,140.0300319279047,99.83517154639767,Rainy,2,Good,Daylight,0.36607493904846145
Urban,92.86360470694635,107.58740586004453,Clear,4,Fair,Daylight,0.32516653002293455
Highway,103.73028893434113,71.0104940653566,Rainy,4,Fair,Daylight,0.501246257115154
Urban,402.3944043125675,69.02951934841613,Rainy,1,poor,Night,
Highway,207.54716192805367,82.15957709446977,Rainy,1,poor,Daylight,
